species_id,bwg_name,domain,kingdom,phylum,subphylum,class,subclass,ord,subord,family,subfamily,tribe,genus,species,subspecies,functional_group,predation,realm,micro_macro,barcode,taxon_level,taxon_name,taxon_number,AS1,AS2,AS3,AS4,BS1,BS2,BS3,BS4,BS5,DM1,DM2,FD1,FD2,FD3,FD4,FD5,FD6,FD7,FD8,FG1,FG2,FG3,FG4,FG5,FG6,RE1,RE2,RE3,RE4,RE5,RE6,RE7,RE8,RF1,RF2,RF3,RF4,LO1,LO2,LO3,LO4,LO5,LO6,LO7,RM1,RM2,RM3,RM4,RM5,MD1,MD2,MD3,MD4,MD5,MD6,MD7,MD8,CP1,CP2,CP3,BF1,BF2,BF3,BF4
5151,Diptera.494,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic,macro,NA,ord,Diptera,7,2,3,3,0,1,1,1,1,1,1,3,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,0,2,0,1,1,1,1,1,0,0,1,2,1,1,0,0,3,1
5506,Diptera.495,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Brachycera,Syrphidae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA,family,Syrphidae,9,1,3,2,0,0,1,1,2,3,0,3,3,2,2,2,0,2,0,1,2,1,2,2,0,1,0,0,0,3,0,0,0,0,0,0,1,2,0,1,0,3,1,0,0,0,0,0,3,0,3,1,1,0,0,0,0,0,2,3,0,0,0,1,2
5511,Diptera.496,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Brachycera,Syrphidae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA,family,Syrphidae,9,1,3,2,0,0,1,1,2,3,0,3,3,2,2,2,0,2,0,1,2,1,2,2,0,1,0,0,0,3,0,0,0,0,0,0,1,2,0,1,0,3,1,0,0,0,0,0,3,0,3,1,1,0,0,0,0,0,2,3,0,0,0,1,2
4086,Diptera.79,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA,subfamily,Chironominae,10,3,3,3,0,0,2,2,2,0,3,1,2,3,1,3,1,1,1,1,1,0,1,3,1,1,0,1,0,2,2,1,0,1,1,0,1,2,0,0,0,3,1,1,3,3,1,0,0,0,2,1,0,0,0,0,0,3,3,1,0,0,0,3,0
4741,Diptera.158,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Haemagogus,NA,NA,filter.feeder,prey,aquatic,macro,NA,genus,Haemagogus,12,1,3,3,0,0,0,3,0,0,1,3,2,3,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,3,0,0,3,0,3,0,0,3,2,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4471,Diptera.493,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Toxorhynchites,NA,NA,engulfer,predator,aquatic,macro,NA,genus,Toxorhynchites,12,3,3,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,1,0,0,3,0
3441,Diptera.497,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Anisopodidae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA,family,Anisopodidae,9,2,3,0,0,0,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,1,1,1,1,0,0,3,0,0,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0
3511,Diptera.500,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Forcipomyiinae,NA,Atrichopogon,NA,NA,gatherer,prey,aquatic,macro,NA,genus,Atrichopogon,12,3,3,3,0,0,0,3,0,0,0,3,3,1,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,1,2,0,0,3,2,1,0,0,3,3,0,0,0,0,3,2,0,0,0,0,0,3,1,0,0,0,3,0
5266,Diptera.489,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Psychodidae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA,family,Psychodidae,9,3,3,3,0,0,0,2,2,0,1,3,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,2,0,1,0,2,3,0,0,0,0,0,3,0,0,0,3,0,2,0,0,0,3,0,0,0,0,3,0
5426,Diptera.490,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Scatopsidae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA,family,Scatopsidae,9,2,3,2,0,0,0,3,0,0,1,3,0,2,2,0,0,2,0,0,2,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,3,0,0,0,2,3,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,3,1,0,0,0,3,0
6501,Platyhelminthes.15,Eukaryota,Animalia,Platyhelminthes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,engulfer,predator,aquatic,macro,NA,phylum,Platyhelminthes,3,0,0,0,3,3,0,0,1,0,1,2,1,0,0,0,0,1,3,3,0,0,0,0,0,3,1,0,0,0,0,0,0,3,0,0,0,3,0,0,1,3,1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,NA,NA,NA,2,2,0,0
5751,Diptera.492,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Tipulidae,Tipulinae,NA,Tipula,NA,NA,shredder,prey,aquatic,macro,NA,genus,Tipula,12,3,3,1,0,0,0,0,3,0,0,3,1,1,3,0,1,0,0,1,1,3,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,1,3,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0
5581,Diptera.147,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Brachycera,Syrphidae,Eristalinae,NA,Eristalis,NA,NA,gatherer,prey,aquatic,macro,NA,genus,Eristalis,12,1,3,2,0,0,0,0,0,3,0,3,3,2,2,2,0,2,0,0,2,1,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,1,0,3,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,2,3,0,0,0,1,2
5471,Diptera.499,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Brachycera,Stratiomyidae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA,family,Stratiomyidae,9,0,3,2,0,0,0,3,0,0,0,3,0,3,3,3,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,3,1,0,0,0,3,0
3536,Diptera.498,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,NA,Stilobezzia,NA,NA,piercer,predator,aquatic,macro,NA,genus,Stilobezzia,12,3,3,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
6241,Odonata.9,Eukaryota,Animalia,Arthropoda,NA,Insecta,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,NA,NA,Bromeliagrion,NA,NA,engulfer,predator,aquatic,macro,NA,genus,Bromeliagrion,12,2,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,2,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1,3,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0
6226,Lepidoptera.8,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Lepidoptera,Glossata,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,macro,NA,subord,Glossata,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,1,0,0,0,NA,NA,NA,0,0,3,0
6551,Coleoptera.11,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Polyphaga,Scirtidae,NA,NA,Contacyphon,NA,NA,scraper,prey,aquatic,macro,NA,genus,Contacyphon,12,3,3,0,0,0,0,0,3,0,0,3,3,3,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,3,1,0,3,0,0,0,0,3,0,0,0,3,0,1,0,1,0,3,3,0,0,0,3,0,0,3,0,0,0,1,3,0,3,0,0
3711,Diptera.23,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,NA,Bezzia,NA,NA,piercer,predator,aquatic,macro,NA,genus,Bezzia,12,3,3,3,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3716,Diptera.24,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,NA,Bezzia,NA,NA,piercer,predator,aquatic,macro,NA,genus,Bezzia,12,3,3,3,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
4896,Diptera.302,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Wyeomyia,aphobema,NA,filter.feeder,prey,aquatic,macro,NA,species_name,Wyeomyia_aphobema,13,2,3,3,0,0,1,3,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
5196,Diptera.439,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Limoniidae,Limoniinae,NA,NA,NA,NA,shredder,prey,aquatic,macro,NA,subfamily,Limoniinae,10,3,3,1,0,0,0,0,3,1,0,3,0,0,3,0,1,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,1,3,0,0,1,3,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0
5861,Diptera.441,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Limoniidae,Limoniinae,NA,Trentepohlia,NA,NA,shredder,prey,aquatic,macro,NA,genus,Trentepohlia,12,3,3,1,0,0,0,0,3,1,0,3,0,0,3,0,1,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,1,3,0,0,1,3,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0
6141,Hemiptera.13,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Hemiptera,Heteroptera,Veliidae,NA,NA,Paravelia,NA,NA,piercer,predator,terrestrial,macro,NA,genus,Paravelia,12,0,3,0,3,0,3,0,0,0,1,3,0,0,0,0,0,1,3,1,0,0,0,0,3,1,0,0,0,3,0,0,2,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,3,0,0,2,3,0,0,3,0,0
6391,Ostracoda.8,Eukaryota,Animalia,Arthropoda,Crustacea,Ostracoda,Podocopa,Podocopida,Cytherocopina,Limnocytheridae,Timiriaseviinae,NA,Elpidium,bromeliarum,NA,scraper,prey,aquatic,macro,NA,species_name,Elpidium_bromeliarum,13,3,3,0,3,3,0,0,0,0,3,0,0,3,3,0,1,3,1,0,3,1,0,3,0,1,3,3,3,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3
4821,Diptera.107,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,NA,NA,filter.feeder,prey,aquatic,macro,NA,genus,Culex,12,2,3,3,0,0,3,1,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,1,3,1,1,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
3506,Diptera.438,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Cecidomyiidae,NA,NA,NA,NA,NA,piercer,prey,aquatic,macro,NA,family,Cecidomyiidae,9,1,3,1,0,0,3,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,3,2,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3
4391,Diptera.87,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Corethrellidae,Corethrellinae,NA,Corethrella,NA,NA,engulfer,predator,aquatic,macro,NA,genus,Corethrella,12,3,3,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
6341,Oligochaeta.13,Eukaryota,Animalia,Annelida,NA,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,Naidinae,NA,Aulophorus,superterrenus,NA,gatherer,prey,aquatic,macro,NA,species_name,Aulophorus_superterrenus,13,3,3,0,3,0,0,0,3,2,3,0,1,2,0,2,0,0,0,0,3,0,1,0,0,0,0,2,1,0,0,0,0,3,0,3,0,0,0,0,2,0,0,1,0,3,3,0,0,0,2,0,1,0,0,0,0,0,3,1,0,0,0,3,0
4516,Coleoptera.52,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Adephaga,Dytiscidae,NA,NA,NA,NA,NA,engulfer,predator,aquatic,macro,NA,family,Dytiscidae,9,3,3,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,1,1,1,1,1,0,0,0,0,0,3,1,1,3,1,0,0,0,1,0,0,3,2,0,0,1,1,0,3,0,0,0,3,2,0,0,3,0
4916,Diptera.442,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Wyeomyia,NA,NA,filter.feeder,prey,aquatic,macro,NA,genus,Wyeomyia,12,2,3,3,0,0,2,3,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,3,1,0,0,0,0,0,1,0,3,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4756,Diptera.12,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Anophelinae,NA,Anopheles,neivai,NA,filter.feeder,prey,aquatic,macro,NA,species_name,Anopheles_neivai,13,3,3,3,0,0,3,0,0,0,2,3,3,1,0,3,0,0,0,0,1,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,2,3,0,0,0,3,0
4826,Diptera.108,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,NA,NA,filter.feeder,prey,aquatic,macro,NA,genus,Culex,12,2,3,3,0,0,3,1,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,1,3,1,1,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
5711,Diptera.245,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Brachycera,Tabanidae,NA,NA,NA,NA,NA,piercer,predator,aquatic,macro,NA,family,Tabanidae,9,3,3,3,0,0,0,0,1,3,0,3,0,1,1,0,0,0,0,3,1,0,0,0,3,0,0,0,0,3,0,0,2,0,0,0,1,3,0,1,0,3,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,2,0,0,3,0
3401,Diptera.437,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Brachycera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic,macro,NA,subord,Brachycera,8,1,3,2,0,1,1,1,1,1,1,3,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,2,0,1,0,2,1,0,0,1,1,0,3,0,3,1,1,1,1,0,0,0,2,2,1,0,0,2,1
6351,Oligochaeta.11,Eukaryota,Animalia,Annelida,NA,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,Pristininae,NA,Pristina,osborni,NA,gatherer,prey,aquatic,macro,NA,species_name,Pristina_osborni,13,3,3,0,3,3,0,0,0,0,3,0,1,2,0,2,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,3,0,3,0,0,0,0,2,0,0,1,0,3,0,0,0,0,2,0,1,0,0,0,0,0,3,1,0,0,0,3,0
6481,Platyhelminthes.14,Eukaryota,Animalia,Platyhelminthes,NA,Turbellaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,engulfer,predator,aquatic,macro,NA,class,Turbellaria,5,0,0,0,3,3,0,0,1,0,1,2,1,0,0,0,0,1,3,3,0,0,0,0,0,3,1,0,0,0,0,0,0,3,0,0,0,3,0,0,1,3,1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,NA,NA,NA,2,2,0,0
4451,Diptera.443,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,(Microculex) stonei,NA,filter.feeder,prey,aquatic,macro,NA,species_name,Culex_stonei,13,2,3,3,0,0,3,0,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,1,3,1,1,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4461,Coleoptera.10,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Adephaga,Dytiscidae,Copelatinae,NA,Copelatus,NA,NA,engulfer,predator,aquatic,macro,NA,genus,Copelatus,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6246,Odonata.2,Eukaryota,Animalia,Arthropoda,NA,Insecta,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,NA,NA,NA,NA,NA,engulfer,predator,aquatic,macro,NA,family,Coenagrionidae,9,2,3,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,2,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1,3,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0
5981,Diptera.440,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic,macro,NA,subord,Nematocera,8,3,3,3,0,1,1,1,1,1,1,3,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,0,2,0,1,1,2,0,1,0,0,1,2,1,1,0,0,3,1
6301,Oligochaeta.1,Eukaryota,Animalia,Annelida,NA,Clitellata,Oligochaeta,Haplotaxida,Lumbricina,Aeolosomatidae,NA,NA,Aelosoma,NA,NA,gatherer,prey,aquatic,macro,NA,genus,Aelosoma,12,3,3,0,3,3,0,0,0,0,3,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,3,0,3,0,0,0,0,0,2,3,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,1,0,0,0,3,0
6091,Coleoptera.27,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Polyphaga,Scirtidae,NA,NA,NA,NA,NA,scraper,prey,aquatic,macro,NA,family,Scirtidae,9,3,3,0,0,0,0,2,3,0,0,3,3,3,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,3,1,0,3,0,0,0,0,3,1,0,0,3,0,1,0,1,0,3,3,0,0,0,3,0,0,3,0,0,0,1,3,0,3,0,0
6146,Coleoptera.28,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Polyphaga,Scirtidae,NA,NA,NA,NA,NA,scraper,prey,aquatic,macro,NA,family,Scirtidae,9,3,3,0,0,0,0,2,3,0,0,3,3,3,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,3,1,0,3,0,0,0,0,3,1,0,0,3,0,1,0,1,0,3,3,0,0,0,3,0,0,3,0,0,0,1,3,0,3,0,0
6201,Coleoptera.29,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Polyphaga,Scirtidae,NA,NA,NA,NA,NA,scraper,prey,aquatic,macro,NA,family,Scirtidae,9,3,3,0,0,0,0,2,3,0,0,3,3,3,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,3,1,0,3,0,0,0,0,3,1,0,0,3,0,1,0,1,0,3,3,0,0,0,3,0,0,3,0,0,0,1,3,0,3,0,0
6256,Coleoptera.30,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Polyphaga,Scirtidae,NA,NA,NA,NA,NA,scraper,prey,aquatic,macro,NA,family,Scirtidae,9,3,3,0,0,0,0,2,3,0,0,3,3,3,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,3,1,0,3,0,0,0,0,3,1,0,0,3,0,1,0,1,0,3,3,0,0,0,3,0,0,3,0,0,0,1,3,0,3,0,0
4681,Coleoptera.56,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Polyphaga,Elateridae,NA,NA,NA,NA,NA,NA,NA,aquatic,macro,NA,family,Elateridae,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,3,2,0,0,0,2,3,0,0,3,0
4521,Diptera.101,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,(Microculex) shopei,NA,filter.feeder,prey,aquatic,macro,NA,species_name,Culex_shopei,13,2,3,3,0,0,3,0,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,1,3,1,1,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4566,Diptera.113,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,(Microculex) davisi,NA,filter.feeder,prey,aquatic,macro,NA,species_name,Culex_davisi,13,3,3,3,0,0,3,0,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,1,3,1,1,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
3546,Diptera.115,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Forcipomyiinae,NA,Forcipomyia,NA,NA,gatherer,prey,aquatic,macro,NA,genus,Forcipomyia,12,3,3,3,0,0,3,0,0,0,0,3,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,2,0,0,0,3,1,0,0,3,3,0,0,0,0,2,2,0,0,0,0,0,3,1,0,0,0,3,0
